,id,name,docks,latitude,longitude,address,cluster,color
43,248,Laight St & Hudson St,23,40.72185379,-74.00771779,Laight St & Hudson St,0.0,#0000FF
44,249,Harrison St & Hudson St,27,40.71870987,-74.0090009,Harrison St & Hudson St,0.0,#0000FF
45,250,Lafayette St & Jersey St,40,40.72456089,-73.99565293,Lafayette St & Jersey St,,
46,251,Mott St & Prince St,27,40.72317958,-73.99480012,Mott St & Prince St,0.0,#0000FF
47,252,MacDougal St & Washington Sq,33,40.73226398,-73.99852205,MacDougal St & Washington Sq,0.0,#0000FF
48,254,W 11 St & 6 Ave,59,40.73532427,-73.99800419,W 11 St & 6 Ave,0.0,#0000FF
49,257,Lispenard St & Broadway,39,40.71939226,-74.00247214,Lispenard St & Broadway,0.0,#0000FF
50,258,DeKalb Ave & Vanderbilt Ave,23,40.68940747,-73.96885458,DeKalb Ave & Vanderbilt Ave,2.0,#4B0082
51,259,South St & Whitehall St,39,40.70122128,-74.01234218,South St & Whitehall St,0.0,#0000FF
52,260,Broad St & Bridge St,33,40.70365182,-74.01167797,Broad St & Bridge St,0.0,#0000FF
53,261,Johnson St & Gold St,27,40.69474881,-73.98362464,Johnson St & Gold St,0.0,#0000FF
54,262,Washington Park,24,40.6917823,-73.97372990000001,Washington Park,2.0,#4B0082
55,264,Maiden Ln & Pearl St,27,40.70706456,-74.00731853,Maiden Ln & Pearl St,0.0,#0000FF
56,265,Stanton St & Chrystie St,35,40.72229346,-73.99147535,Stanton St & Chrystie St,0.0,#0000FF
57,266,Avenue D & E 8 St,30,40.72368361,-73.97574813,Avenue D & E 8 St,0.0,#0000FF
58,267,Broadway & W 36 St,54,40.75097711,-73.98765428,Broadway & W 36 St,0.0,#0000FF
59,268,Howard St & Centre St,27,40.71910537,-73.99973337,Howard St & Centre St,0.0,#0000FF
60,270,Adelphi St & Myrtle Ave,23,40.69308257,-73.97178913,Adelphi St & Myrtle Ave,2.0,#4B0082
61,274,Lafayette Ave & Fort Greene Pl,31,40.68691865,-73.976682,Lafayette Ave & Fort Greene Pl,2.0,#4B0082
62,275,Washington Ave & Greene Ave,19,40.68650065,-73.96563307,Washington Ave & Greene Ave,2.0,#4B0082
63,276,Duane St & Greenwich St,25,40.71748752,-74.0104554,Duane St & Greenwich St,0.0,#0000FF
64,278,Concord St & Bridge St,19,40.69766564,-73.98476437,Concord St & Bridge St,0.0,#0000FF
65,279,Peck Slip & Front St,36,40.707873,-74.00166999999999,Peck Slip & Front St,0.0,#0000FF
66,280,E 10 St & 5 Ave,31,40.73331967,-73.99510132,E 10 St & 5 Ave,0.0,#0000FF
67,282,Kent Ave & S 11 St,27,40.7076449441757,-73.96841526031494,Kent Ave & S 11 St,5.0,#FF4500
68,284,Greenwich Ave & 8 Ave,43,40.7390169121,-74.0026376103,Greenwich Ave & 8 Ave,0.0,#0000FF
69,285,Broadway & E 14 St,53,40.73454567,-73.99074142,Broadway & E 14 St,0.0,#0000FF
70,289,Monroe St & Classon Ave,19,40.684568299999995,-73.95881081,Monroe St & Classon Ave,2.0,#4B0082
71,291,Madison St & Montgomery St,20,40.713126,-73.984844,Madison St & Montgomery St,0.0,#0000FF
72,293,Lafayette St & E 8 St,55,40.73020660529954,-73.99102628231049,Lafayette St & E 8 St,0.0,#0000FF
73,295,Pike St & E Broadway,24,40.71406667,-73.99293911,Pike St & E Broadway,0.0,#0000FF
74,296,Division St & Bowery,35,40.71413089,-73.99704679999999,Division St & Bowery,0.0,#0000FF
75,297,E 15 St & 3 Ave,27,40.734232,-73.986923,E 15 St & 3 Ave,0.0,#0000FF
76,298,3 Ave & Schermerhorn St,35,40.68683208,-73.9796772,3 Ave & Schermerhorn St,,
77,301,E 2 St & Avenue B,58,40.72217444,-73.98368779,E 2 St & Avenue B,0.0,#0000FF
78,302,Avenue D & E 3 St,23,40.72082834,-73.97793172,Avenue D & E 3 St,0.0,#0000FF
79,303,Mercer St & Spring St,67,40.72362738,-73.99949601,Mercer St & Spring St,0.0,#0000FF
80,305,E 58 St & 3 Ave,33,40.76095756,-73.96724467,E 58 St & 3 Ave,0.0,#0000FF
81,307,Canal St & Rutgers St,30,40.71427487,-73.98990025,Canal St & Rutgers St,0.0,#0000FF
82,308,St James Pl & Oliver St,27,40.71307916,-73.99851193,St James Pl & Oliver St,0.0,#0000FF
83,309,Murray St & West St,41,40.7149787,-74.013012,Murray St & West St,0.0,#0000FF
84,310,State St & Smith St,36,40.68926942,-73.98912867,State St & Smith St,4.0,#32CD32
85,311,Norfolk St & Broome St,31,40.7172274,-73.98802084,Norfolk St & Broome St,0.0,#0000FF
86,312,Allen St & Stanton St,31,40.722055,-73.989111,Allen St & Stanton St,0.0,#0000FF
87,313,Washington Ave & Park Ave,23,40.69610226,-73.96751037,Washington Ave & Park Ave,2.0,#4B0082
88,315,South St & Gouverneur Ln,29,40.70355377,-74.00670227,South St & Gouverneur Ln,0.0,#0000FF
89,316,Fulton St & William St,43,40.70955958,-74.00653609,Fulton St & William St,0.0,#0000FF
90,317,E 6 St & Avenue B,54,40.72453734,-73.98185424,E 6 St & Avenue B,0.0,#0000FF
91,319,Fulton St & Broadway,33,40.711065999999995,-74.009447,Fulton St & Broadway,0.0,#0000FF
92,320,Leonard St & Church St,27,40.717571,-74.005549,Leonard St & Church St,0.0,#0000FF
93,321,Cadman Plaza E & Red Cross Pl,27,40.69991755,-73.98971773,Cadman Plaza E & Red Cross Pl,4.0,#32CD32
94,323,Lawrence St & Willoughby St,39,40.69236178,-73.98631746,Lawrence St & Willoughby St,0.0,#0000FF
95,324,DeKalb Ave & Hudson Ave,51,40.689888,-73.981013,DeKalb Ave & Hudson Ave,2.0,#4B0082
96,325,E 19 St & 3 Ave,35,40.73624527,-73.98473765,E 19 St & 3 Ave,0.0,#0000FF
97,326,E 11 St & 1 Ave,41,40.72953837,-73.98426726,E 11 St & 1 Ave,0.0,#0000FF
98,327,Vesey Pl & River Terrace,39,40.715337899999994,-74.01658354,Vesey Pl & River Terrace,0.0,#0000FF
99,328,Watts St & Greenwich St,23,40.72405549,-74.00965965,Watts St & Greenwich St,0.0,#0000FF
100,330,Reade St & Broadway,39,40.71450451,-74.00562789,Reade St & Broadway,0.0,#0000FF
101,331,Pike St & Monroe St,27,40.71173107,-73.99193043,Pike St & Monroe St,0.0,#0000FF
102,332,Cherry St,36,40.71219906,-73.97948148,Cherry St,0.0,#0000FF
103,334,W 20 St & 7 Ave,31,40.74238787,-73.99726235,W 20 St & 7 Ave,0.0,#0000FF
104,335,Washington Pl & Broadway,27,40.72903917,-73.99404649,Washington Pl & Broadway,0.0,#0000FF
105,336,Sullivan St & Washington Sq,36,40.73047747,-73.99906065,Sullivan St & Washington Sq,0.0,#0000FF
106,337,Old Slip & Front St,37,40.703799200000006,-74.00838676,Old Slip & Front St,0.0,#0000FF
107,339,Avenue D & E 12 St,30,40.72580614,-73.97422494,Avenue D & E 12 St,0.0,#0000FF
108,340,Madison St & Clinton St,27,40.71269042,-73.98776323,Madison St & Clinton St,0.0,#0000FF
109,341,Stanton St & Mangin St,19,40.71782143,-73.97628939,Stanton St & Mangin St,0.0,#0000FF
110,342,Columbia St & Rivington St,29,40.71739973,-73.98016555,Columbia St & Rivington St,0.0,#0000FF
111,343,Clinton Ave & Flushing Ave,23,40.69794,-73.96986848,Clinton Ave & Flushing Ave,2.0,#4B0082
112,344,Monroe St & Bedford Ave,23,40.6851443,-73.95380904,Monroe St & Bedford Ave,2.0,#4B0082
113,346,Bank St & Hudson St,27,40.73652889,-74.00618026,Bank St & Hudson St,0.0,#0000FF
114,347,Greenwich St & W Houston St,35,40.728846000000004,-74.00859100000001,Greenwich St & W Houston St,0.0,#0000FF
115,349,Rivington St & Ridge St,61,40.71850211,-73.98329859,Rivington St & Ridge St,0.0,#0000FF
116,350,Clinton St & Grand St,28,40.71559509,-73.9870295,Clinton St & Grand St,0.0,#0000FF
117,351,Front St & Maiden Ln,39,40.70530954,-74.00612572,Front St & Maiden Ln,0.0,#0000FF
118,353,S Portland Ave & Hanson Pl,27,40.68539567,-73.97431458,S Portland Ave & Hanson Pl,2.0,#4B0082
119,354,Emerson Pl & Myrtle Ave,23,40.69363137,-73.96223558,Emerson Pl & Myrtle Ave,2.0,#4B0082
120,355,Bayard St & Baxter St,43,40.71602118,-73.99974372,Bayard St & Baxter St,0.0,#0000FF
121,356,Bialystoker Pl & Delancey St,23,40.71622644,-73.98261206,Bialystoker Pl & Delancey St,0.0,#0000FF
122,358,Christopher St & Greenwich St,50,40.73291553,-74.00711384,Christopher St & Greenwich St,0.0,#0000FF
123,359,E 47 St & Park Ave,64,40.75510267,-73.97498696,E 47 St & Park Ave,0.0,#0000FF
124,360,William St & Pine St,39,40.70717936,-74.00887308,William St & Pine St,0.0,#0000FF
125,361,Allen St & Hester St,43,40.71605866,-73.99190759,Allen St & Hester St,0.0,#0000FF
126,362,Broadway & W 37 St,57,40.75172632,-73.98753523,Broadway & W 37 St,0.0,#0000FF
127,363,West Thames St,49,40.70834698,-74.01713445,West Thames St,0.0,#0000FF
128,364,Lafayette Ave & Classon Ave,27,40.68900443,-73.96023854,Lafayette Ave & Classon Ave,2.0,#4B0082
129,366,Clinton Ave & Myrtle Ave,33,40.693261,-73.968896,Clinton Ave & Myrtle Ave,2.0,#4B0082
130,368,Carmine St & 6 Ave,39,40.73038599,-74.00214988,Carmine St & 6 Ave,0.0,#0000FF
131,369,Washington Pl & 6 Ave,60,40.73224119,-74.00026394,Washington Pl & 6 Ave,0.0,#0000FF
132,372,Franklin Ave & Myrtle Ave,27,40.694546087246025,-73.95801365375519,Franklin Ave & Myrtle Ave,2.0,#4B0082
133,373,Willoughby Ave & Walworth St,19,40.69331716,-73.95381995,Willoughby Ave & Walworth St,2.0,#4B0082
134,376,John St & William St,43,40.70862144,-74.00722156,John St & William St,0.0,#0000FF
135,377,6 Ave & Canal St,47,40.72243797,-74.00566443,6 Ave & Canal St,0.0,#0000FF
136,379,W 31 St & 7 Ave,42,40.749156,-73.9916,W 31 St & 7 Ave,0.0,#0000FF
137,380,W 4 St & 7 Ave S,42,40.73401143,-74.00293877,W 4 St & 7 Ave S,0.0,#0000FF
138,383,Greenwich Ave & Charles St,39,40.735238,-74.000271,Greenwich Ave & Charles St,0.0,#0000FF
139,385,E 55 St & 2 Ave,29,40.75797322,-73.96603308,E 55 St & 2 Ave,0.0,#0000FF
140,386,Centre St & Worth St,43,40.71494807,-74.00234482,Centre St & Worth St,0.0,#0000FF
141,387,Centre St & Chambers St,39,40.71273266,-74.0046073,Centre St & Chambers St,0.0,#0000FF
142,388,W 26 St & 10 Ave,35,40.749717753,-74.002950346,W 26 St & 10 Ave,0.0,#0000FF
143,389,Broadway & Berry St,27,40.71044554,-73.96525063,Broadway & Berry St,5.0,#FF4500
144,390,Duffield St & Willoughby St,31,40.69221589,-73.9842844,Duffield St & Willoughby St,0.0,#0000FF
145,391,Clark St & Henry St,31,40.69760127,-73.99344559,Clark St & Henry St,4.0,#32CD32
146,392,Jay St & Tech Pl,35,40.695065,-73.987167,Jay St & Tech Pl,0.0,#0000FF
147,393,E 5 St & Avenue C,37,40.72299208,-73.97995466,E 5 St & Avenue C,0.0,#0000FF
148,394,E 9 St & Avenue C,34,40.72521311,-73.97768752,E 9 St & Avenue C,0.0,#0000FF
149,396,Lefferts Pl & Franklin Ave,25,40.680342423,-73.9557689392,Lefferts Pl & Franklin Ave,2.0,#4B0082
150,397,Fulton St & Clermont Ave,27,40.68415748,-73.96922273,Fulton St & Clermont Ave,2.0,#4B0082
151,398,Atlantic Ave & Furman St,31,40.69165183,-73.99997859999999,Atlantic Ave & Furman St,4.0,#32CD32
152,399,Lafayette Ave & St James Pl,27,40.68851534,-73.9647628,Lafayette Ave & St James Pl,2.0,#4B0082
153,400,Pitt St & Stanton St,15,40.71926081,-73.98178024,Pitt St & Stanton St,0.0,#0000FF
154,401,Allen St & Rivington St,42,40.72019576,-73.98997825,Allen St & Rivington St,0.0,#0000FF
155,402,Broadway & E 22 St,39,40.740343200000005,-73.98955109,Broadway & E 22 St,0.0,#0000FF
156,403,E 2 St & 2 Ave,31,40.72502876,-73.99069656,E 2 St & 2 Ave,0.0,#0000FF
157,405,Washington St & Gansevoort St,51,40.739323,-74.008119,Washington St & Gansevoort St,0.0,#0000FF
158,406,Hicks St & Montague St,34,40.69512845,-73.99595065,Hicks St & Montague St,4.0,#32CD32
159,408,Market St & Cherry St,23,40.71076228,-73.99400398,Market St & Cherry St,0.0,#0000FF
160,410,Suffolk St & Stanton St,45,40.72066442,-73.98517977,Suffolk St & Stanton St,0.0,#0000FF
161,411,E 6 St & Avenue D,31,40.72228087,-73.97668709,E 6 St & Avenue D,0.0,#0000FF
162,412,Forsyth St & Canal St,29,40.715815500000005,-73.99422366,Forsyth St & Canal St,0.0,#0000FF
163,415,Pearl St & Hanover Square,42,40.7047177,-74.00926027,Pearl St & Hanover Square,0.0,#0000FF
164,416,Cumberland St & Lafayette Ave,31,40.68753406,-73.97265183,Cumberland St & Lafayette Ave,2.0,#4B0082
165,417,Barclay St & Church St,25,40.71291224,-74.01020234,Barclay St & Church St,0.0,#0000FF
166,418,Front St & Gold St,23,40.70224,-73.982578,Front St & Gold St,0.0,#0000FF
167,419,Carlton Ave & Park Ave,23,40.69580705,-73.97355569,Carlton Ave & Park Ave,2.0,#4B0082
168,420,Clermont Ave & Lafayette Ave,23,40.68764484,-73.96968902,Clermont Ave & Lafayette Ave,2.0,#4B0082
169,421,Clermont Ave & Park Ave,19,40.69573398,-73.97129668,Clermont Ave & Park Ave,2.0,#4B0082
170,422,W 59 St & 10 Ave,79,40.770513,-73.988038,W 59 St & 10 Ave,0.0,#0000FF
171,423,W 54 St & 9 Ave,0,40.76584941,-73.98690506,W 54 St & 9 Ave,0.0,#0000FF
172,426,West St & Chambers St,29,40.71754834,-74.01322069,West St & Chambers St,0.0,#0000FF
173,427,Bus Slip & State St,47,40.701907,-74.013942,Bus Slip & State St,0.0,#0000FF
174,432,E 7 St & Avenue A,31,40.72621788,-73.98379855,E 7 St & Avenue A,0.0,#0000FF
175,434,9 Ave & W 18 St,27,40.74317449,-74.00366443,9 Ave & W 18 St,,
176,435,W 21 St & 6 Ave,50,40.74173969,-73.99415556,W 21 St & 6 Ave,0.0,#0000FF
177,436,Hancock St & Bedford Ave,27,40.68216564,-73.95399026,Hancock St & Bedford Ave,2.0,#4B0082
178,437,Macon St & Nostrand Ave,24,40.6809833854,-73.9500479759,Macon St & Nostrand Ave,2.0,#4B0082
179,438,St Marks Pl & 1 Ave,47,40.72779126,-73.98564945,St Marks Pl & 1 Ave,0.0,#0000FF
180,439,E 4 St & 2 Ave,39,40.726280700000004,-73.98978041,E 4 St & 2 Ave,0.0,#0000FF
181,440,E 45 St & 3 Ave,32,40.75255434,-73.97282625,E 45 St & 3 Ave,0.0,#0000FF
182,442,W 27 St & 7 Ave,51,40.746646999999996,-73.993915,W 27 St & 7 Ave,0.0,#0000FF
183,443,Bedford Ave & S 9 St,23,40.70853074,-73.96408963,Bedford Ave & S 9 St,5.0,#FF4500
184,445,E 10 St & Avenue A,79,40.72740794,-73.98142006,E 10 St & Avenue A,0.0,#0000FF
185,446,W 24 St & 7 Ave,47,40.74487634,-73.99529885,W 24 St & 7 Ave,0.0,#0000FF
186,447,8 Ave & W 52 St,31,40.76370739,-73.9851615,8 Ave & W 52 St,0.0,#0000FF
187,448,W 37 St & 10 Ave,27,40.75660359,-73.9979009,W 37 St & 10 Ave,0.0,#0000FF
188,450,W 49 St & 8 Ave,67,40.76227205,-73.98788205,W 49 St & 8 Ave,0.0,#0000FF
189,453,W 22 St & 8 Ave,66,40.74475148,-73.99915362,W 22 St & 8 Ave,0.0,#0000FF
190,454,E 51 St & 1 Ave,35,40.75455731,-73.96592976,E 51 St & 1 Ave,0.0,#0000FF
191,455,1 Ave & E 44 St,59,40.75001986,-73.96905301,1 Ave & E 44 St,0.0,#0000FF
192,456,E 53 St & Madison Ave,35,40.75971079999999,-73.97402311,E 53 St & Madison Ave,0.0,#0000FF
193,458,11 Ave & W 27 St,31,40.751396,-74.00522600000001,11 Ave & W 27 St,0.0,#0000FF
194,459,W 20 St & 11 Ave,49,40.746745000000004,-74.007756,W 20 St & 11 Ave,0.0,#0000FF
195,460,S 4 St & Wythe Ave,25,40.71285887,-73.96590294,S 4 St & Wythe Ave,5.0,#FF4500
196,461,E 20 St & 2 Ave,56,40.73587678,-73.98205027,E 20 St & 2 Ave,0.0,#0000FF
197,462,W 22 St & 10 Ave,47,40.74691959,-74.00451887,W 22 St & 10 Ave,0.0,#0000FF
198,464,E 56 St & 3 Ave,53,40.75934501,-73.96759673,E 56 St & 3 Ave,,
199,465,Broadway & W 41 St,39,40.75513557,-73.98658032,Broadway & W 41 St,0.0,#0000FF
200,466,W 25 St & 6 Ave,35,40.74395411,-73.99144871,W 25 St & 6 Ave,0.0,#0000FF
201,467,Dean St & 4 Ave,34,40.68312489,-73.97895137,Dean St & 4 Ave,3.0,#FF1493
202,468,Broadway & W 56 St,65,40.7652654,-73.98192338,Broadway & W 56 St,0.0,#0000FF
203,469,Broadway & W 53 St,57,40.76344058,-73.98268129,Broadway & W 53 St,0.0,#0000FF
204,470,W 20 St & 8 Ave,72,40.74345335,-74.00004031,W 20 St & 8 Ave,0.0,#0000FF
205,471,Grand St & Havemeyer St,31,40.71286844,-73.95698119,Grand St & Havemeyer St,5.0,#FF4500
206,472,E 32 St & Park Ave,55,40.745712100000006,-73.98194829,E 32 St & Park Ave,0.0,#0000FF
207,473,Rivington St & Chrystie St,38,40.72110063,-73.99192540000001,Rivington St & Chrystie St,0.0,#0000FF
208,474,5 Ave & E 29 St,56,40.7451677,-73.98683077,5 Ave & E 29 St,0.0,#0000FF
209,476,E 31 St & 3 Ave,47,40.74394314,-73.97966069,E 31 St & 3 Ave,0.0,#0000FF
210,477,W 41 St & 8 Ave,71,40.75640548,-73.9900262,W 41 St & 8 Ave,0.0,#0000FF
211,478,11 Ave & W 41 St,37,40.76030096,-73.99884222,11 Ave & W 41 St,0.0,#0000FF
212,479,9 Ave & W 45 St,31,40.76019252,-73.9912551,9 Ave & W 45 St,0.0,#0000FF
213,480,W 53 St & 10 Ave,0,40.76669671,-73.99061728,W 53 St & 10 Ave,0.0,#0000FF
214,481,S 3 St & Bedford Ave,25,40.71260486,-73.96264403,S 3 St & Bedford Ave,5.0,#FF4500
215,482,W 15 St & 7 Ave,77,40.73935542,-73.99931783,W 15 St & 7 Ave,0.0,#0000FF
216,483,E 12 St & 3 Ave,34,40.73223272,-73.98889957,E 12 St & 3 Ave,0.0,#0000FF
217,484,W 44 St & 5 Ave,46,40.75500254,-73.98014437,W 44 St & 5 Ave,0.0,#0000FF
218,485,W 37 St & 5 Ave,40,40.75038009,-73.98338988,W 37 St & 5 Ave,0.0,#0000FF
219,486,Broadway & W 29 St,41,40.7462009,-73.98855723,Broadway & W 29 St,0.0,#0000FF
220,489,10 Ave & W 28 St,49,40.75066386,-74.00176802,10 Ave & W 28 St,,
221,490,8 Ave & W 33 St,66,40.751551,-73.993934,8 Ave & W 33 St,0.0,#0000FF
222,491,E 24 St & Park Ave S,51,40.74096374,-73.98602213,E 24 St & Park Ave S,0.0,#0000FF
223,492,W 33 St & 7 Ave,68,40.75019995,-73.99093085,W 33 St & 7 Ave,0.0,#0000FF
224,493,W 45 St & 6 Ave,34,40.7568001,-73.98291153,W 45 St & 6 Ave,,
225,494,W 26 St & 8 Ave,66,40.74734825,-73.99723551,W 26 St & 8 Ave,0.0,#0000FF
226,495,W 47 St & 10 Ave,39,40.76269882,-73.99301222,W 47 St & 10 Ave,0.0,#0000FF
227,496,E 16 St & 5 Ave,47,40.73726186,-73.99238967,E 16 St & 5 Ave,0.0,#0000FF
228,497,E 17 St & Broadway,66,40.73704984,-73.99009296,E 17 St & Broadway,0.0,#0000FF
229,499,Broadway & W 60 St,36,40.76915505,-73.98191841,Broadway & W 60 St,0.0,#0000FF
230,500,Broadway & W 51 St,52,40.76228826,-73.98336183,Broadway & W 51 St,0.0,#0000FF
231,501,FDR Drive & E 35 St,79,40.744219,-73.97121214,FDR Drive & E 35 St,0.0,#0000FF
232,502,Henry St & Grand St,36,40.714211,-73.981095,Henry St & Grand St,0.0,#0000FF
233,503,E 20 St & Park Ave,31,40.73827428,-73.98751968,E 20 St & Park Ave,0.0,#0000FF
234,504,1 Ave & E 16 St,15,40.73221853,-73.98165557,1 Ave & E 16 St,0.0,#0000FF
235,505,6 Ave & W 33 St,52,40.74901271,-73.98848395,6 Ave & W 33 St,0.0,#0000FF
236,507,E 25 St & 2 Ave,45,40.73912601,-73.97973776,E 25 St & 2 Ave,0.0,#0000FF
237,508,W 46 St & 11 Ave,25,40.76341379,-73.99667444,W 46 St & 11 Ave,0.0,#0000FF
238,509,9 Ave & W 22 St,61,40.7454973,-74.00197139,9 Ave & W 22 St,0.0,#0000FF
239,513,W 56 St & 10 Ave,29,40.768254,-73.988639,W 56 St & 10 Ave,0.0,#0000FF
240,514,12 Ave & W 40 St,52,40.76087502,-74.00277668,12 Ave & W 40 St,0.0,#0000FF
241,515,W 43 St & 10 Ave,35,40.76009437,-73.99461843,W 43 St & 10 Ave,0.0,#0000FF
242,516,E 47 St & 1 Ave,31,40.75206862,-73.96784384,E 47 St & 1 Ave,0.0,#0000FF
243,517,Pershing Square South,69,40.751581,-73.97791,Pershing Square South,0.0,#0000FF
244,518,E 39 St & 2 Ave,39,40.74780373,-73.97344190000001,E 39 St & 2 Ave,0.0,#0000FF
245,519,Pershing Square North,69,40.751872999999996,-73.97770600000001,Pershing Square North,0.0,#0000FF
246,520,W 52 St & 5 Ave,41,40.75992262,-73.97648516,W 52 St & 5 Ave,0.0,#0000FF
247,522,E 51 St & Lexington Ave,51,40.75714758,-73.97207836,E 51 St & Lexington Ave,0.0,#0000FF
248,523,W 38 St & 8 Ave,51,40.75466591,-73.99138152,W 38 St & 8 Ave,0.0,#0000FF
249,525,W 34 St & 11 Ave,56,40.75594159,-74.0021163,W 34 St & 11 Ave,0.0,#0000FF
250,526,E 33 St & 5 Ave,40,40.74765947,-73.98490707,E 33 St & 5 Ave,0.0,#0000FF
251,528,2 Ave & E 31 St,39,40.74290902,-73.97706058,2 Ave & E 31 St,0.0,#0000FF
252,529,W 42 St & 8 Ave,41,40.75756989999999,-73.99098507,W 42 St & 8 Ave,0.0,#0000FF
253,530,11 Ave & W 59 St,24,40.771496710544405,-73.99046033620834,11 Ave & W 59 St,0.0,#0000FF
254,531,Forsyth St & Broome St,39,40.71893904,-73.99266288,Forsyth St & Broome St,0.0,#0000FF
255,532,S 5 Pl & S 5 St,43,40.710451,-73.960876,S 5 Pl & S 5 St,0.0,#0000FF
256,533,Broadway & W 38 St,46,40.75299641,-73.98721619,Broadway & W 38 St,0.0,#0000FF
257,534,Water - Whitehall Plaza,31,40.70255065,-74.0127234,Water - Whitehall Plaza,0.0,#0000FF
